,Text,Speaker
495," No, but would you like a thousand dollars and a football phone?",phoebe
496, I know.,phoebe
497," No, I want you to have it. I don't want it.",phoebe
498," Oh, that's fine, no.",phoebe
499," No. 'Cause you need that. No, it's okay, thanks.",phoebe
500," Okay, alright, you buy me a soda, and then we're even. Okay?",phoebe
501, Okay.,phoebe
502," No, I'm fine.",phoebe
503, Huh!,phoebe
504, A thumb?!,ross
505," I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",phoebe
506," Well, maybe it's a contest, y'know? Like, collect all five?",chandler
507," Does, um, anyone wanna see?",phoebe
508, It's worse than the thumb!,rachel
509," Hey, this is so unfair!",chandler
510," Oh, why is it unfair?",monica
511," So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",chandler
512, ...Does the knuckle-cracking bother everybody?,joey
513," Well, I-I could live without it.",rachel
514," Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",joey
515," Oh, now, don't listen to him, Pheebs, I think it's endearing.",ross
516," Oh,  ""you do, do you""?",joey
517," You know, there's nothing wrong with speaking correctly.",ross
518," ""Indeed there isn't""... I should really get back to work.",rachel
519," Yeah, 'cause otherwise someone might get what they actually ordered.",phoebe
520," Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",rachel
521, Did you ever go out with a guy your friends all really like?,monica
522," Okay.. Well, I'm going out with a guy my friends all really like. ",monica
523," Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",monica
524, I know.. it's gonna be really hard.,monica
525," No, he'll be fine. It's the other five I'm worried about.",monica
526, Do you have any respect for your body?,joey
527, Don't you realise what you're-you're doing to yourself?,ross
528," Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",chandler
529,"  Chandler? It's Alan, he wants to speak to you.",rachel
530," Really? He does?  Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!  ",chandler
531,"  God, he's good.",rachel
532, If only he were a woman.,ross
533, Yeah. ,rachel
534," Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too.",chandler
535, Okay. I think it's time to change somebody's nicotine patch. ,ross
536, Hey. Where's Joey?,monica
537," Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",chandler
538, I think he's across the hall.,rachel
539, Thanks. ,monica
540,  There y'go.,ross
541,"  Ooh, I'm alive with pleasure now.",chandler
542," Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?",ross
543, Does anyone want the rest of this Pop-Tart?,phoebe
544," Hey, I might!",ross
545," Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.",phoebe
546," And on my way over here, I stepped in gum. ...What is up with the universe?!",phoebe
547,  What's going on?,joey
548, Nothing. I just think it's nice when we're all here together.,monica
549, Even nicer when everyone gets to wear their underwear..,joey
550," Uh, Joey..",rachel
551," Oh, God!  ",joey
552,  Okay..,monica
553," Please, guys, we have to talk.",monica
554," Wait, wait, I'm getting a deja vu...no, I'm not.",phoebe
555," Alright, we have to talk.",monica
556, There it is!,phoebe
557," Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan.",monica
558, Is there somebody else?,ross
559," No, nononono.. it's just.. things change. People change.",monica
560, We didn't change..,rachel
561, So that's it? It's over? Just like that?,joey
562," You know.. you let your guard down, you start to really care about someone, and I just- I- ",phoebe
563," Look, I- I could go on pretending-",monica
564, Okay!,joey
565," -but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!",monica
566," Who-who wants fair? Y'know, I just want things back. Y'know, the way they were.",ross
567, I'm sorry..,monica
568,"  Oh, she's sorry! I feel better!",chandler
569,"  I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-",rachel
570, I'll meet somone else. There'll be other Alans.,monica
571, Are you guys gonna be okay?,monica
572," Hey hey, we'll be fine. We're just gonna need a little time.",ross
573,  I understand.,monica
574," I'm, I'm really sorry.",monica
575, Relieved?,monica
576, Remember when we went to Central Park and rented boats?.. That was fun.,rachel
577, Yeah. He could row like a viking.,ross
578, Hi.,monica
579, So how'd it go?,ross
580," Oh, y'know..",monica
581, Did he mention us?,phoebe
582, He said he's really gonna miss you guys. ,monica
583," You had a rough day, huh.. c'mere. ",ross
584, ...That's it. I'm getting cigarettes.,chandler
585,"  I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",chandler
586,  If you never smoke again I'll give you seven thousand dollars!,phoebe
587,"  Yeah, alright.",chandler
588, Alright. Phoebe?,monica
589," Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",phoebe
590," Yeah, see.. you took mine. Chandler, what about you?",ross
591," Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",chandler
592," See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",rachel
593," Hey, Joey, what would you do if you were omnipotent?",monica
594, Probably kill myself!,joey
595, ..Excuse me?,monica
596," Hey, if Little Joey's dead, then I got no reason to live!",joey
597," Joey, uh- OMnipotent.",ross
598," You are? Ross, I'm sorry..",joey
599, How does she do that?,monica
600, I cannot sleep in a public place.,ross
601, Would you look at her? She is so peaceful.,monica
602,  Oh! What what what! ...Hi.,phoebe
603," It's okay, y'know, you just nodded off again.",ross
604, What's going on with you?,monica
605, I got no sleep last night!,phoebe
606, Why?,ross
607," My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",phoebe
608," Well, if you want, you can stay with Rachel and me tonight.",monica
609, Thanks.,phoebe
610," ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here.",joey
611, You got waaaay too much free time.,chandler
612,"  Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you.",joey
613," Happy birthday, pal!",chandler
614," We love you, man. ",joey
615," Funny, my birthday was seven months ago.",ross
616, So?,joey
617," So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?",ross
618," Well, aren't we Mr. ""The glass is half empty"".",chandler
619," Oh my God, oh- is today the twentieth, October twentieth?",ross
620," Oh, I was hoping you wouldn't remember.",monica
621, Ohhh.,ross
622, What's wrong with the twentieth?,joey
623, Eleven days before Hallowe'en.. all the good costumes are gone?,chandler
624," Today's the day Carol and I first.. consummated our physical relationship.  s*x. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover.",ross
625," The hell with hockey, let's all do that!",joey
626,"  C'mon, Ross! You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy,  huh? huh? huh?",chandler
627, What are you doing?,ross
628,  I have no idea.,chandler
629," C'mon, Ross!",joey
630," Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?",ross
631, You got it.,chandler
632," Look look look look look, my first pay check! Look at the window, there's my name! Hi, me! ",rachel
633," I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were killed.",phoebe
634," Wow, you worked in a mine?",monica
635," I worked in a Dairy Queen, why?",phoebe
636," God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally-  -not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that.",rachel
637,"  Oh, this is not that bad.",chandler
638," Oh, you're fine, yeah, for a first job.",joey
639," You can totally, totally live on this.",ross
640," Yeah, yeah.",monica
641," Oh, by the way, great service tonight.",ross
642, Oh my God! ,rachel
643,  I swear I've seen birds do this on Wild Kingdom.,monica
644, What are you guys doing here?,rachel
645," (TO  LESLIE) Look at you, you are so big I can't believe it!",rachel
646,  So what's going on with you?,rachel
647,"  Look, look, I have elbows! ",phoebe
648, ...Poulet passes it up to Leech! ,chandler
649, Leech spots Messier in the crease- there's the pass! ,joey
650, We'll take a brief time out while Messier stops to look at some women's shoes.,chandler
651," Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we-  Sorry. Sorry.",ross
652, What?,joey
653, Peach pit.,ross
654," Yes, Bunny?",chandler
655,"  Peach pit. That night we, uh- we had-",ross
656, -Peaches?,joey
657," Actually, nectarines, but basically..",ross
658,  Could've been a peach.,chandler
659," Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",ross
660," Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",joey
661," So c'mon, you guys, tell me all the dirt!",rachel
662, Okay.,rachel
663," What? Guys, I'm not. ",rachel
664, I'm not! This is what I'm doing now. I've got this job-,rachel
665," Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",rachel
